name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Coconut Water / नारियल पानी nariyal pani","Fruits",65,83,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/tender-coconut.png","Farm fresh Coconut Water / नारियल पानी nariyal pani online sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":20,""stock"":50},{""weight"":""500g"",""price"":36,""stock"":60},{""weight"":""1 kg"",""price"":65,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":124,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":299,""stock"":25}]"
"Banana Leaf/केले का पत्ता Kele ka Patta","Fruits",25,32,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__2529a858-95cd-4984-aefa-b7d6e982fe1a.jpg","Farm fresh Banana Leaf/केले का पत्ता Kele ka Patta sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""500g Pack"",""price"":25,""stock"":50},{""weight"":""1 kg Pack"",""price"":25,""stock"":60},{""weight"":""2 kg Value Pack"",""price"":48,""stock"":40}]"
"Pomegranate /अनार Anar","Fruits",250,320,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__adcf8b73-b3c6-4eee-8c24-364dc1b4820a.jpg","Farm fresh Pomegranate /अनार Anar sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":75,""stock"":50},{""weight"":""500g"",""price"":138,""stock"":60},{""weight"":""1 kg"",""price"":250,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":475,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1150,""stock"":25}]"
"Baby Potato/aaloo - आलू","Vegetables",80,102,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/baby-potato.png","Farm fresh Baby Potato/aaloo - आलू sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":24,""stock"":50},{""weight"":""500g"",""price"":44,""stock"":60},{""weight"":""1 kg"",""price"":80,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":152,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":368,""stock"":25}]"
"Apple Gourd/ Tinday -टिंडे","Fruits",38,49,"500gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/apple-gourd-tinday.jpg","Farm fresh Apple Gourd/ Tinday -टिंडे sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":11,""stock"":50},{""weight"":""500g"",""price"":21,""stock"":60},{""weight"":""1 kg"",""price"":38,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":72,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":175,""stock"":25}]"
"Sapota / चीकू Chiku","Vegetables",100,128,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__6a67c9f7-9042-4c09-9c8d-1159d15a9846.jpg","Farm fresh Sapota / चीकू Chiku sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":30,""stock"":50},{""weight"":""500g"",""price"":55,""stock"":60},{""weight"":""1 kg"",""price"":100,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":190,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":460,""stock"":25}]"
"Red Capsicum (लाल शिमला मिर्च)","Exotics",179,229,"1 pice",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/bell-pepper-red.png","Fresh farm harvested Fresh Red Capsicum Online | Order Yellow Bell Pepper. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":54,""stock"":40},{""weight"":""500g Pack"",""price"":98,""stock"":50},{""weight"":""1 kg Pack"",""price"":179,""stock"":60}]"
"Sweet Corn Packet","Exotics",100,128,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/sweet-corn-packet.png","Farm fresh Sweet Corn Packet sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":30,""stock"":40},{""weight"":""500g Pack"",""price"":55,""stock"":50},{""weight"":""1 kg Pack"",""price"":100,""stock"":60}]"
"Green Chillies/Haree Mirch -हरी मिर्च","Vegetables",30,38,"100gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__46978d47-6f01-4fb5-abe9-922a971b87c5.jpg","Farm fresh Green Chillies/Haree Mirch -हरी मिर्च sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""100g Pack"",""price"":30,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":57,""stock"":40},{""weight"":""500g (Chef Pack)"",""price"":135,""stock"":25}]"
"Banana Raw/ kele kachcha -केले कच्चा","Fruits",60,77,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/banana-raw.png","Farm fresh Banana Raw/ kele kachcha -केले कच्चा sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Mosambi/मौसंबी Sweet Lemon","Fruits",100,128,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/mosambi.jpg","Farm fresh Mosambi/मौसंबी Sweet Lemon sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":30,""stock"":50},{""weight"":""500g"",""price"":55,""stock"":60},{""weight"":""1 kg"",""price"":100,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":190,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":460,""stock"":25}]"
"Cucumber/kheera -खीरा","Vegetables",16,20,"500gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__3a5acc71-91b0-4bc8-ae91-a81782645e25.jpg","Farm fresh Cucumber/kheera -खीरा sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":16,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":30,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":74,""stock"":25}]"
"Lemon/ नीबू Neemboo","Vegetables",10,13,"1",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__9f8b3fba-74ac-43bd-b28c-5f7fc22024ed.jpg","Farm fresh Lemon/ नीबू Neemboo sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":15,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":29,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":69,""stock"":25}]"
"Pineapple Small/अनन्नास anannaas","Fruits",100,128,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/pineapple-small.png","Farm fresh Pineapple Small/अनन्नास anannaas sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":30,""stock"":50},{""weight"":""500g"",""price"":55,""stock"":60},{""weight"":""1 kg"",""price"":100,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":190,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":460,""stock"":25}]"
"Drum Stick/munga -मुनगा","Vegetables",40,51,"250gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/drum-stick.jpg","Farm fresh Drum Stick/munga -मुनगा sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g Pack"",""price"":40,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":76,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":148,""stock"":30}]"
"Apple Royal Gala/सेब Seb","Fruits",350,448,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/apple-royal-gala.png","Farm fresh Apple Royal Gala/सेब Seb sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":105,""stock"":50},{""weight"":""500g"",""price"":193,""stock"":60},{""weight"":""1 kg"",""price"":350,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":665,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1610,""stock"":25}]"
"Pointed Gourd / Parwal -परवल","Vegetables",20,26,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/pointed-gourd-parwal.png","Farm fresh Pointed Gourd / Parwal -परवल sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":20,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":38,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":92,""stock"":25}]"
"Grapes - Green/ अंगूर Angoor","Fruits",75,96,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/grapes-green.jpg","Farm fresh Grapes - Green/ अंगूर Angoor sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":23,""stock"":50},{""weight"":""500g"",""price"":41,""stock"":60},{""weight"":""1 kg"",""price"":75,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":143,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":345,""stock"":25}]"
"Beetroot/ chukandar -चुकंदर","Vegetables",25,32,"250",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/2b01e0f2-ec57-47da-b87d-8c8ad85ba503/1664857683013.jpeg","Farm fresh Beetroot/ chukandar -चुकंदर sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":25,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":48,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":115,""stock"":25}]"
"Muskmelon/ख��बूजा Kharabooja","Fruits",60,77,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/muskmelon.jpg","Farm fresh Muskmelon/ख��बूजा Kharabooja sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Yellow Capcicum/पीली शिमला मिर्च","Vegetables",65,83,"1 pice",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/bell-peper-yellow.jpg","Farm fresh Yellow Capcicum/पीली शिमला मिर्च sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":20,""stock"":50},{""weight"":""500g"",""price"":36,""stock"":60},{""weight"":""1 kg"",""price"":65,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":124,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":299,""stock"":25}]"
"Methi","Vegetables",60,77,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__f0bd7f53-6137-47a6-bef4-59e010fed46f.jpg","Farm fresh Methi sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Custard Apple","Fruits",180,230,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/CustardAppleGolden.jpg?v=1641812079","Premium farm-fresh Custard Apple. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":54,""stock"":50},{""weight"":""500g"",""price"":99,""stock"":60},{""weight"":""1 kg"",""price"":180,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":342,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":828,""stock"":25}]"
"Apple Chilli","Fruits",275,352,"1kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/chilli.jpg?v=1641469403","Premium farm-fresh Apple Chilli. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":83,""stock"":50},{""weight"":""500g"",""price"":151,""stock"":60},{""weight"":""1 kg"",""price"":275,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":523,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1265,""stock"":25}]"
"Anaar Indian","Vegetables",245,314,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/AnaarIndian.jpg?v=1641293910","Premium farm-fresh Anaar Indian. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":74,""stock"":50},{""weight"":""500g"",""price"":135,""stock"":60},{""weight"":""1 kg"",""price"":245,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":466,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1127,""stock"":25}]"
"Guava (amrood) Red","Fruits",160,205,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Guava_amrood_Red.jpg?v=1641980685","Premium farm-fresh Guava (amrood) Red. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":48,""stock"":50},{""weight"":""500g"",""price"":88,""stock"":60},{""weight"":""1 kg"",""price"":160,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":304,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":736,""stock"":25}]"
"Nakh Kashmiri","Vegetables",105,134,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/30001461-3_1-fresho-pear-nakh-indian_1.jpg?v=1642238327","Premium farm-fresh Nakh Kashmiri. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":32,""stock"":50},{""weight"":""500g"",""price"":58,""stock"":60},{""weight"":""1 kg"",""price"":105,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":200,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":483,""stock"":25}]"
"Muscat Grapes Imported","Fruits",174,223,"250gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/files/download.jpg?v=1760357260","Premium farm-fresh Muscat Grapes Imported. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":174,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":331,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":644,""stock"":30}]"
"Lobhiya","Vegetables",38,49,"250g",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/lobhiya-1-1024x1024_1.jpg?v=1642153960","Premium farm-fresh Lobhiya. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g Pack"",""price"":38,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":72,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":141,""stock"":30}]"
"Mango Chausa","Fruits",240,307,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/mango-chaunsa-634603_1.jpg?v=1642156122","The Chausa is one of the sweetest mangoes , originally from Varanasi, grown in North India. Chausa has bright yellow skin and sweet pulp. About With a golden yellow color, these soft, almost fibreless mangoes have an aromatic pleasant sweet flavour. ...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":72,""stock"":50},{""weight"":""500g"",""price"":132,""stock"":60},{""weight"":""1 kg"",""price"":240,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":456,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1104,""stock"":25}]"
"Rockit Apple","Fruits",295,378,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/files/rocketapple.webp?v=1764920398","Premium farm-fresh Rockit Apple. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":89,""stock"":50},{""weight"":""500g"",""price"":162,""stock"":60},{""weight"":""1 kg"",""price"":295,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":561,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1357,""stock"":25}]"
"Keggs Brown Eggs 6pc","Vegetables",150,192,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/files/KEGGS.jpg?v=1781764986","Premium farm-fresh Keggs Brown Eggs 6pc. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":45,""stock"":50},{""weight"":""500g"",""price"":83,""stock"":60},{""weight"":""1 kg"",""price"":150,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":285,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":690,""stock"":25}]"
"Kachi Haldi","Vegetables",53,68,"250gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/KachiHaldi.jpg?v=1642074967","Premium farm-fresh Kachi Haldi. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g Pack"",""price"":53,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":101,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":196,""stock"":30}]"
"Kathal","Vegetables",90,115,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Bauhinia-Variegata_d92e3a09-11c4-42fb-ac01-e8244a6dbce8.png?v=1646555587","Premium farm-fresh Kathal. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":27,""stock"":50},{""weight"":""500g"",""price"":50,""stock"":60},{""weight"":""1 kg"",""price"":90,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":171,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":414,""stock"":25}]"
"Daab (Tender Coconut)","Fruits",100,128,"1pc",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Daab.jpg?v=1641812223","Premium farm-fresh Daab (Tender Coconut). Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""1 Pc"",""price"":100,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":190,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":370,""stock"":30}]"
"Tinda (टिंडा)","Vegetables",85,109,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/tinda.jpg?v=1642243018","100% farm-fresh Tinda (टिंडा) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":26,""stock"":50},{""weight"":""500g"",""price"":47,""stock"":60},{""weight"":""1 kg"",""price"":85,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":162,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":391,""stock"":25}]"
"Salad Pata Green","Vegetables",135,173,"300gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/lettusgreen_91bc4433-3bc9-4123-9b87-4dfbf036656b.jpg?v=1690526881","Premium farm-fresh Salad Pata Green. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":41,""stock"":50},{""weight"":""500g"",""price"":74,""stock"":60},{""weight"":""1 kg"",""price"":135,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":257,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":621,""stock"":25}]"
"Orange Carrot","Fruits",60,77,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/carrot-english-wholesaler-in-ahmedabad-500x500_1.jpg?v=1641977745","Premium farm-fresh Orange Carrot. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Kiwi Golden","Fruits",100,128,"1pc",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/GoldenKiwi.jpg?v=1641294212","Premium farm-fresh Kiwi Golden. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""1 Pc"",""price"":100,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":190,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":370,""stock"":30}]"
"Rice Premium Basmati 5kg","Dairy & Staples",650,832,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/RicePremiumBasmati5kg.jpg?v=1645812005","Premium farm-fresh Rice Premium Basmati 5kg. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""1 kg Pack"",""price"":130,""stock"":50},{""weight"":""5 kg Bag"",""price"":650,""stock"":40},{""weight"":""10 kg Mega Saver"",""price"":1268,""stock"":20}]"
"Rice Premium Basmati 1kg","Dairy & Staples",130,166,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/90021595_XL1_1.jpg?v=1645853081","Premium farm-fresh Rice Premium Basmati 1kg. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""500g Pack"",""price"":72,""stock"":50},{""weight"":""1 kg Pack"",""price"":130,""stock"":60},{""weight"":""2 kg Value Pack"",""price"":247,""stock"":40}]"
