name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Kimia Gold Pkt","Fruits",220,300,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/kima.png?v=1643803844","Premium farm-fresh Kimia Gold Pkt. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":66,""stock"":40},{""weight"":""500g"",""price"":121,""stock"":50},{""weight"":""1 kg"",""price"":220,""stock"":60}]"
"Limca 300ml","Vegetables",40,50,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/limca300ml.jpg?v=1644323701","Premium farm-fresh Limca 300ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":12,""stock"":50},{""weight"":""500g"",""price"":22,""stock"":60},{""weight"":""1 kg"",""price"":40,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":76,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":184,""stock"":25}]"
"Sprite 300ml Tin","Vegetables",40,50,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Sprite300ml.jpg?v=1646304031","Premium farm-fresh Sprite 300ml Tin. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":12,""stock"":50},{""weight"":""500g"",""price"":22,""stock"":60},{""weight"":""1 kg"",""price"":40,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":76,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":184,""stock"":25}]"
"Diet Coke 300ml","Vegetables",40,50,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/diet.jpg?v=1648203038","Premium farm-fresh Diet Coke 300ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":12,""stock"":50},{""weight"":""500g"",""price"":22,""stock"":60},{""weight"":""1 kg"",""price"":40,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":76,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":184,""stock"":25}]"
"Coca Cola No Sugar 300ml Tin","Vegetables",40,50,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/3104rwQ6qHL._SX425__1.jpg?v=1641642231","Premium farm-fresh Coca Cola No Sugar 300ml Tin. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":12,""stock"":50},{""weight"":""500g"",""price"":22,""stock"":60},{""weight"":""1 kg"",""price"":40,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":76,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":184,""stock"":25}]"
"Coca Cola 300ml Tin","Vegetables",40,50,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/coca_cola_can_1_1.jpg?v=1641641229","Premium farm-fresh Coca Cola 300ml Tin. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":12,""stock"":50},{""weight"":""500g"",""price"":22,""stock"":60},{""weight"":""1 kg"",""price"":40,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":76,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":184,""stock"":25}]"
"Thums Up Can 300 Ml","Vegetables",40,50,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/ThumsUpCan300Ml.jpg?v=1646301993","Premium farm-fresh Thums Up Can 300 Ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":12,""stock"":50},{""weight"":""500g"",""price"":22,""stock"":60},{""weight"":""1 kg"",""price"":40,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":76,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":184,""stock"":25}]"
"Coca Cola 250 Ml Pet","Vegetables",20,25,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/ph0cc049-1-809081_m_1.jpg?v=1641641660","Premium farm-fresh Coca Cola 250 Ml Pet. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":20,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":38,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":92,""stock"":25}]"
"Sprite 250 Ml","Vegetables",20,25,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/250ml_9381ef1c-8c00-445f-b1cd-1d1affd46cf9.jpg?v=1646303954","Premium farm-fresh Sprite 250 Ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":20,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":38,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":92,""stock"":25}]"
"Thums Up 250 Ml","Vegetables",20,25,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/ThumsUpCan250Ml.jpg?v=1646302201","Premium farm-fresh Thums Up 250 Ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":20,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":38,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":92,""stock"":25}]"
"Schweppes Original Soda Water 300ml","Vegetables",60,75,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/SchweppesOriginalSodaWater300ml.jpg?v=1646300417","Premium farm-fresh Schweppes Original Soda Water 300ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Schweppes Indian Tonic Water 300ml","Vegetables",50,63,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/SchweppesIndianTonicWater300ml.jpg?v=1645098811","Premium farm-fresh Schweppes Indian Tonic Water 300ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":50},{""weight"":""500g"",""price"":28,""stock"":60},{""weight"":""1 kg"",""price"":50,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":95,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":230,""stock"":25}]"
"Schweppes Original Ginger Ale 300ml","Vegetables",50,63,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/SchweppesOriginalGingerAle300ml.jpg?v=1645099188","Premium farm-fresh Schweppes Original Ginger Ale 300ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":50},{""weight"":""500g"",""price"":28,""stock"":60},{""weight"":""1 kg"",""price"":50,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":95,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":230,""stock"":25}]"
"Kari Patta","Dairy & Staples",30,38,"1 Bunch",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/karipatta.jpg?v=1642154317","Premium farm-fresh Kari Patta. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 Bundle"",""price"":30,""stock"":50},{""weight"":""2 Bundles (Saver)"",""price"":57,""stock"":40}]"
"Loki Goal","Vegetables",50,63,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/grocerapp-ghia-pumpkin--5f08128923edb.jpg?v=1642154289","Premium farm-fresh Loki Goal. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":50},{""weight"":""500g"",""price"":28,""stock"":60},{""weight"":""1 kg"",""price"":50,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":95,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":230,""stock"":25}]"
"Soya (Dill)","Vegetables",63,113,"250gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/soya.jpg?v=1648202507","Premium farm-fresh Soya (Dill). Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":19,""stock"":50},{""weight"":""500g"",""price"":35,""stock"":60},{""weight"":""1 kg"",""price"":63,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":120,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":290,""stock"":25}]"
"Papita Small","Fruits",195,244,"1kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/40114961-3_4-fresho-papaya-small_1.jpg?v=1642262677","Premium farm-fresh Papita Small. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":59,""stock"":40},{""weight"":""500g"",""price"":107,""stock"":50},{""weight"":""1 kg"",""price"":195,""stock"":60}]"
"Apple Washington","Fruits",160,163,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/BulkWashingtonAppleLargeSize20Kg.jpg?v=1641643782","Premium farm-fresh Apple Washington. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":48,""stock"":40},{""weight"":""500g"",""price"":88,""stock"":50},{""weight"":""1 kg"",""price"":160,""stock"":60}]"
"Kamal Kakdi","Vegetables",125,156,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/KamalKakdi.png?v=1642153551","Premium farm-fresh Kamal Kakdi. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":38,""stock"":50},{""weight"":""500g"",""price"":69,""stock"":60},{""weight"":""1 kg"",""price"":125,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":238,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":575,""stock"":25}]"
"Leek","Vegetables",90,188,"250gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/kamus-leek-seeds-allium-porrum_1.jpg?v=1642152473","Premium farm-fresh Leek. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":27,""stock"":50},{""weight"":""500g"",""price"":50,""stock"":60},{""weight"":""1 kg"",""price"":90,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":171,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":414,""stock"":25}]"
"Fps Dft Kishmish Long 500gm","Fruits",450,576,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/product_30_301_7c1cbe8e-891a-4b38-8b02-26190b248b91.jpg?v=1642845855","Premium farm-fresh Fps Dft Kishmish Long 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":135,""stock"":40},{""weight"":""500g"",""price"":248,""stock"":50},{""weight"":""1 kg"",""price"":450,""stock"":60}]"
"Bhutta Dana (Peeled Corn)","Ready-to-Cook & Cut Produce",24,30,"200Gms",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/peeledcorn_b5441b47-630a-439a-bb7f-5849019d9466.jpg?v=1690526878","Premium farm-fresh Bhutta Dana (Peeled Corn). Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g Tray"",""price"":24,""stock"":40},{""weight"":""500g Family Pack"",""price"":44,""stock"":35},{""weight"":""1 kg Bulk Kitchen Pack"",""price"":84,""stock"":20}]"
"Pear Tanchi Imported","Fruits",195,244,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/pear_tanchi_c02bd7fc-3434-4a96-a451-34c5ec14608d.jpg?v=1690526860","Premium farm-fresh Pear Tanchi Imported. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":59,""stock"":40},{""weight"":""500g"",""price"":107,""stock"":50},{""weight"":""1 kg"",""price"":195,""stock"":60}]"
"Basket 3","Fruits",999,1249,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Basket800X800_0f54da5e-bfa0-4dea-9eeb-51273aa3ea0a.png?v=1666349003","Apple Gala Ind. 1.5kg, Pineapple 1pc, Apple Golden 500g, Orange 1.5kg, Anaar 600g,...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":300,""stock"":40},{""weight"":""500g"",""price"":549,""stock"":50},{""weight"":""1 kg"",""price"":999,""stock"":60}]"
"Basket 2","Fruits",1500,1875,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Basket800X800_25019264-bf2f-4ec2-b248-701d3781fdf2.png?v=1666347283","Orange 1kg, Guava 1kg, Apple Kashmiri 1kg, Pear Imp. 1kg, Sharifa 700g, Mango Perry 600g, Grapes Green 500g,...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":450,""stock"":40},{""weight"":""500g"",""price"":825,""stock"":50},{""weight"":""1 kg"",""price"":1500,""stock"":60}]"
"Khira Normal","Vegetables",50,63,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Kakdi-Cucumber-Green_1_cebd8f73-56e7-4a3c-8b01-171fb7cf77a3.jpg?v=1690526840","Premium farm-fresh Khira Normal. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":50},{""weight"":""500g"",""price"":28,""stock"":60},{""weight"":""1 kg"",""price"":50,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":95,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":230,""stock"":25}]"
"Shakarkandi (Sweet Potato)","Vegetables",95,122,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/shakarkandi_b360c2f5-94a1-4267-a22e-ef49e24dbd32.jpg?v=1690526902","Premium farm-fresh Shakarkandi (Sweet Potato). Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":29,""stock"":50},{""weight"":""500g"",""price"":52,""stock"":60},{""weight"":""1 kg"",""price"":95,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":181,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":437,""stock"":25}]"
"Avocado Imported 1 pcs","Exotics",130,163,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/0276-2020-07-24_e5e8b1c3-399f-45d9-82d3-4676fb442743.png?v=1690526915","Premium farm-fresh Avocado Imported 1 pcs. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":39,""stock"":40},{""weight"":""500g"",""price"":72,""stock"":50},{""weight"":""1 kg"",""price"":130,""stock"":60}]"
"Green Mango (हरा आम)","Fruits",57,73,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/ramkela.jpg?v=1646459514","About Product The raw mango is commonly green in color and is highly appreciated for its nutritional value. They are outstanding suppliers of Vitamin C, which is relatively more than ripe mangoes. Raw mangoes are tangy in taste and have a tempting ar...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":17,""stock"":50},{""weight"":""500g"",""price"":31,""stock"":60},{""weight"":""1 kg"",""price"":57,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":108,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":262,""stock"":25}]"
"Fps Dft Badam Big","Fruits",750,960,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Badambig_22700ad9-a24e-4b86-9ab0-e6d11f3d4097.jpg?v=1690527804","Premium farm-fresh Fps Dft Badam Big. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":225,""stock"":40},{""weight"":""500g"",""price"":413,""stock"":50},{""weight"":""1 kg"",""price"":750,""stock"":60}]"
"Jimikand (Yam)","Vegetables",60,75,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Jimikand.jpg?v=1646296080","Premium farm-fresh Jimikand (Yam). Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Parsely","Vegetables",45,55,"100gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/shin_c4c07d02-9be6-402b-a021-a38b4530154b.jpg?v=1646736818","Premium farm-fresh Parsely. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""100g Pack"",""price"":45,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":86,""stock"":40},{""weight"":""500g (Chef Pack)"",""price"":203,""stock"":25}]"
"Avocado Imported","Exotics",300,375,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/0276-2020-07-24_e5e8b1c3-399f-45d9-82d3-4676fb442743.png?v=1690526915","Premium farm-fresh Avocado Imported. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":90,""stock"":40},{""weight"":""500g"",""price"":165,""stock"":50},{""weight"":""1 kg"",""price"":300,""stock"":60}]"
"Apple Royal Gala","Fruits",239,306,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/AppleRoyalGala_png.webp?v=1651472951","Premium farm-fresh Apple Royal Gala. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":72,""stock"":40},{""weight"":""500g"",""price"":131,""stock"":50},{""weight"":""1 kg"",""price"":239,""stock"":60}]"
"Kinley Water 1ltr","Vegetables",20,25,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/KinleyWater1ltr.jpg?v=1643804613","Premium farm-fresh Kinley Water 1ltr. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":20,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":38,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":92,""stock"":25}]"
"Elaichi Kela (banana Small)","Fruits",225,281,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/ElaichiKela_bananaSmall.jpg?v=1642501980","Premium farm-fresh Elaichi Kela (banana Small). Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":68,""stock"":40},{""weight"":""500g"",""price"":124,""stock"":50},{""weight"":""1 kg"",""price"":225,""stock"":60}]"
"Honey Dew Melon","Dairy & Staples",120,150,"1kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/honeudew.jpg?v=1646231042","Premium farm-fresh Honey Dew Melon. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":66,""stock"":60},{""weight"":""1 kg"",""price"":120,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":228,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":552,""stock"":25}]"
"Orange Mandarin","Fruits",380,475,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/orangemandarin-freshproduce-1024x1024_1.jpg?v=1642261522","Premium farm-fresh Orange Mandarin. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":114,""stock"":40},{""weight"":""500g"",""price"":209,""stock"":50},{""weight"":""1 kg"",""price"":380,""stock"":60}]"
"Anaar Extra Large","Fruits",390,475,"1kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/AnaarExtraLarge.jpg?v=1641458205","Premium farm-fresh Anaar Extra Large. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":117,""stock"":40},{""weight"":""500g"",""price"":215,""stock"":50},{""weight"":""1 kg"",""price"":390,""stock"":60}]"
"Kale","Exotics",88,138,"250gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Kale.jpg?v=1642152057","Premium farm-fresh Kale. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":26,""stock"":40},{""weight"":""500g"",""price"":48,""stock"":50},{""weight"":""1 kg"",""price"":88,""stock"":60}]"
"Yakult Pack Of 5","Dairy & Staples",90,113,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/YakultLightPackOf5pc_e995d3ad-153b-4ea7-9af5-491c24f974de.jpg?v=1645089041","Premium farm-fresh Yakult Pack Of 5. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":27,""stock"":50},{""weight"":""500g"",""price"":50,""stock"":60},{""weight"":""1 kg"",""price"":90,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":171,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":414,""stock"":25}]"
"Malta Imp","Fruits",98,123,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/MaltaImp.jpg?v=1643623998","Premium farm-fresh Malta Imp. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":29,""stock"":50},{""weight"":""500g"",""price"":54,""stock"":60},{""weight"":""1 kg"",""price"":98,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":186,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":451,""stock"":25}]"
"Apple Green Imp","Fruits",175,219,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/AppleGreenImp.jpg?v=1641469190","Premium farm-fresh Apple Green Imp. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store in cool, dry place","[{""weight"":""250g"",""price"":53,""stock"":40},{""weight"":""500g"",""price"":96,""stock"":50},{""weight"":""1 kg"",""price"":175,""stock"":60}]"
