name,category,price,unit,stock,image,description,sourcing,storage,variations
"Imported Avacado (एवोकाडो)","Vegetables",80,"1 kg",80,"https://images.unsplash.com/photo-1584270354949-c26b0d5b4a0c?auto=format&fit=crop&w=600&q=80","100% farm-fresh Imported Avacado (एवोकाडो) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":42,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg"",""price"":156,""stock"":30}]"
"Ivy Gourd (कुंदरू)","Vegetables",30,"1 kg",60,"https://cdn2.clevup.in/252374/SKU-0354_0-1714715440377.jpeg?format=webp","Fresh Ivy Gourd (कुंदरू) - Nature’s Nutritional GiftWelcome to E - VEGETABLE BAZAAR, your trusted destination for farm-fresh produce! Discover the incredible goodness of Ivy Gourd (कुंदरू), a versatile vegetable loved for its crisp texture, delicate flavor, and remarkable health benefits. Perfect fo","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":18,""stock"":50},{""weight"":""1 kg"",""price"":30,""stock"":60},{""weight"":""2 kg"",""price"":59,""stock"":30}]"
"Kakoda (देशी ककोड़ा)","Vegetables",80,"1 kg",80,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","100% farm-fresh Kakoda (देशी ककोड़ा) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":42,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg"",""price"":156,""stock"":30}]"
"Karela (करेला )","Vegetables",80,"1 kg",80,"https://images.unsplash.com/photo-1598170845058-32b9d6a5c317?auto=format&fit=crop&w=600&q=80","100% farm-fresh Karela (करेला ) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":42,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg"",""price"":156,""stock"":30}]"
"Kareli (करेली )","Vegetables",80,"1 kg",80,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","100% farm-fresh Kareli (करेली ) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":42,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg"",""price"":156,""stock"":30}]"
"Kundru (कुंदरू)","Vegetables",80,"1 kg",80,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","100% farm-fresh Kundru (कुंदरू) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":42,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg"",""price"":156,""stock"":30}]"
"Lady Finger (भिंडी )","Vegetables",68,"1 kg",80,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","100% farm-fresh Lady Finger (भिंडी ) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":19,""stock"":40},{""weight"":""500g"",""price"":35,""stock"":50},{""weight"":""1 kg"",""price"":68,""stock"":60},{""weight"":""2 kg"",""price"":133,""stock"":30}]"
"Ladyfinger (भिंडी)","Vegetables",60,"1 kg",60,"https://cdn2.clevup.in/275981/1669291052047_SKU-0008_0.jpg?format=webp","Fresh and Crisp Ladyfinger (भिंडी) - Perfect for Every Meal!  Welcome to SubziQuick Green Bazaar, your trusted destination for premium-quality produce! Our Ladyfinger (भिंडी) is handpicked to deliver the freshness and crunch you deserve. Whether you’re preparing a hearty stir-fry, a creamy curry, or a nutr","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":17,""stock"":40},{""weight"":""500g"",""price"":31,""stock"":50},{""weight"":""1 kg"",""price"":60,""stock"":60},{""weight"":""2 kg"",""price"":117,""stock"":30}]"
"Lemon (नीम्बू)","Vegetables",25,"4 Pcs",80,"https://cdn2.clevup.in/252374/lemon-1725619010487.png?format=webp","100% farm-fresh Lemon (नीम्बू) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""4 Pieces"",""price"":25,""stock"":50},{""weight"":""8 Pieces"",""price"":48,""stock"":40},{""weight"":""250g"",""price"":35,""stock"":30}]"
"Long Beans (Barbati)","Vegetables",30,"1 kg",60,"https://cdn2.clevup.in/252374/SKU-0344_0-1710060220891.jpg?format=webp","E - VEGETABLE BAZAAR presents our fresh Long Beans, the slender and crisp delights that are a staple in kitchens across the globe. Known for their length and vibrant green hue, these beans are tender yet firm, offering a satisfying snap with each bite. Their subtle, grassy flavor makes them incredib","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":18,""stock"":50},{""weight"":""1 kg"",""price"":30,""stock"":60},{""weight"":""2 kg"",""price"":59,""stock"":30}]"
"Long Black Bringle (काले बैगन-लंबे)","Vegetables",54,"1 kg",80,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","100% farm-fresh Long Black Bringle (काले बैगन-लंबे) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":15,""stock"":40},{""weight"":""500g"",""price"":28,""stock"":50},{""weight"":""1 kg"",""price"":54,""stock"":60},{""weight"":""2 kg"",""price"":105,""stock"":30}]"
"Long Brinjal  (लम्बा बैंगन)","Vegetables",30,"1 kg",60,"https://cdn2.clevup.in/275981/1670066363152_SKU-0044_0.jpg?format=webp","Product Descriptions&nbsp;The images on this website/App are meant to be samples only and are not intended to provide a perfect match to the actual product or color. The images may differ from the actual product due to reproduction limitations of the photograph. Therefore, Freshgo is not be held res","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":18,""stock"":50},{""weight"":""1 kg"",""price"":30,""stock"":60},{""weight"":""2 kg"",""price"":59,""stock"":30}]"
"Medium Size Garlic (लहसुन मीडियम साइज )","Vegetables",180,"1 kg",80,"https://cdn2.clevup.in/252374/download6-1726063495381.jpeg?format=webp","Garlic: Nature&#x27;s Aromatic PowerhouseStep into a world where flavor and health converge with our premium garlic at SubziQuick Green Bazaar. Each clove of our garlic promises not only to elevate your dishes with its unmistakable robust aroma and rich, pungent taste but also to enrich your well-being with it","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""100g"",""price"":22,""stock"":40},{""weight"":""250g"",""price"":50,""stock"":50},{""weight"":""500g"",""price"":95,""stock"":40},{""weight"":""1 kg"",""price"":180,""stock"":25}]"
"Mint Leaves (पुदीना)","Vegetables",60,"1 kg",60,"https://cdn2.clevup.in/252374/SKU-0330_0-1710049606031.png?format=webp","Mint Leaves: A Breeze of Cool FreshnessElevate your culinary creations with the invigorating essence of our garden-fresh mint leaves at SubziQuick Green Bazaar. Each leaf is a whisper of coolness, offering a crisp, refreshing flavor that can transform your dishes and drinks into a symphony of freshness. R","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""100g"",""price"":10,""stock"":50},{""weight"":""250g"",""price"":18,""stock"":60},{""weight"":""500g"",""price"":32,""stock"":40},{""weight"":""1 kg"",""price"":60,""stock"":25}]"
"Onion (प्याज )","Vegetables",38,"1 kg",80,"https://cdn2.clevup.in/252374/download10-1726135469155.jpeg?format=webp","Onion (प्याज) – The Secret Ingredient for Delicious MealsOnion, a cornerstone of global cuisine, is a pungent and flavorful vegetable that belongs to the Allium family. Revered for its ability to transform any dish, onions bring depth, aroma, and character to countless recipes. Whether you&#x27;re crafti","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""500g"",""price"":20,""stock"":60},{""weight"":""1 kg"",""price"":38,""stock"":80},{""weight"":""2 kg"",""price"":74,""stock"":50},{""weight"":""5 kg (Bhopal Farm Direct Wholesale Pack)"",""price"":180,""stock"":30}]"
"Parwal (परवल)","Vegetables",80,"1 kg",80,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","100% farm-fresh Parwal (परवल) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":42,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg"",""price"":156,""stock"":30}]"
"Peeled garlic (चिला हुआ लहसुन)","Vegetables",180,"1 kg",80,"https://images.unsplash.com/photo-1540148426945-6cf22a6b2383?auto=format&fit=crop&w=600&q=80","100% farm-fresh Peeled garlic (चिला हुआ लहसुन) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""100g"",""price"":22,""stock"":40},{""weight"":""250g"",""price"":50,""stock"":50},{""weight"":""500g"",""price"":95,""stock"":40},{""weight"":""1 kg"",""price"":180,""stock"":25}]"
"Pointed Gourd (परवल)","Vegetables",30,"1 kg",60,"https://cdn2.clevup.in/252374/SKU-0353_0-1714715395390.jpg?format=webp","Fresh Pointed Gourd (परवल) - Your Key to Healthy Eating!Discover the wholesome goodness of Pointed Gourd (परवल), a versatile and nutrient-rich vegetable that’s a staple in many Indian households. Sourced fresh and delivered with care by SubziQuick Green Bazaar, this humble vegetable is perfect for creati","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":18,""stock"":50},{""weight"":""1 kg"",""price"":30,""stock"":60},{""weight"":""2 kg"",""price"":59,""stock"":30}]"
"Potato (आलू )","Vegetables",28,"1 kg",80,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?auto=format&fit=crop&w=600&q=80","100% farm-fresh Potato (आलू ) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":28,""stock"":80},{""weight"":""2 kg"",""price"":54,""stock"":50},{""weight"":""5 kg (Farm Direct Sack)"",""price"":130,""stock"":30}]"
"Potato / Aloo","Vegetables",28,"1 kg",60,"https://cdn2.clevup.in/252374/1690728672535_SKU-0291_0.jpg?format=webp","Potato is a starchy and versatile vegetable that belongs to the Solanaceae family. It is one of the most widely consumed and cultivated vegetables worldwide. Potatoes are believed to have originated in the Andes region of South America and have since become a staple food in many cuisines across the","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":28,""stock"":80},{""weight"":""2 kg"",""price"":54,""stock"":50},{""weight"":""5 kg (Farm Direct Sack)"",""price"":130,""stock"":30}]"
"Pumpkin (कद्दू)","Vegetables",44,"1 kg",80,"https://cdn2.clevup.in/252374/1690729480192_SKU-0301_0.jpg?format=webp","Fresh Pumpkin (कद्दू) - Nature’s Nutrient-Rich DelightWelcome to E VEGETABLE BAZAAR, your one-stop destination for farm-fresh produce! Introducing our premium-quality Pumpkin (कद्दू), a versatile vegetable packed with nutrients, flavor, and endless culinary possibilities. Whether you&#x27;re crafting hea","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":12,""stock"":40},{""weight"":""500g"",""price"":23,""stock"":50},{""weight"":""1 kg"",""price"":44,""stock"":60},{""weight"":""2 kg"",""price"":86,""stock"":30}]"
"Purple Striped Brinjal","Vegetables",30,"1 kg",60,"https://cdn2.clevup.in/252374/SKU-0490_0-1753429089837.png?format=webp","Fresh, premium-quality Graffiti Brinjals known for their vibrant purple skin with natural white stripes. These tender, oval-shaped eggplants are perfect for stir-fries, curries, and roasting. Their mild flavor and soft texture make them a favorite in Indian kitchens. Handpicked for freshness, they c","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":18,""stock"":50},{""weight"":""1 kg"",""price"":30,""stock"":60},{""weight"":""2 kg"",""price"":59,""stock"":30}]"
"Red Potato (Lal Aloo)","Vegetables",28,"1 kg",60,"https://cdn2.clevup.in/252374/SKU-0361_0-1722920072389.jpg?format=webp","Discover the Versatile Red Potato (लाल आलू) - Fresh from Eve Vegetable Bazaar!Bring the goodness of nature to your kitchen with our premium Red Potato (लाल आलू), handpicked to ensure the highest quality for your cooking needs. Known for its vibrant red skin and creamy texture, this versatile ingredi","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":28,""stock"":80},{""weight"":""2 kg"",""price"":54,""stock"":50},{""weight"":""5 kg (Farm Direct Sack)"",""price"":130,""stock"":30}]"
"Ridge Gourd / Torai","Vegetables",30,"1 kg",60,"https://cdn2.clevup.in/275981/1670066746958_SKU-0045_0.jpg?format=webp","Product Descriptions&nbsp;The images on this website/App are meant to be samples only and are not intended to provide a perfect match to the actual product or color. The images may differ from the actual product due to reproduction limitations of the photograph. Therefore, Freshgo is not be held res","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":18,""stock"":50},{""weight"":""1 kg"",""price"":30,""stock"":60},{""weight"":""2 kg"",""price"":59,""stock"":30}]"
"Salad Carrot (सलाद गाजर)","Vegetables",68,"1 kg",80,"https://images.unsplash.com/photo-1598170845058-32b9d6a5c317?auto=format&fit=crop&w=600&q=80","100% farm-fresh Salad Carrot (सलाद गाजर) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":19,""stock"":40},{""weight"":""500g"",""price"":35,""stock"":50},{""weight"":""1 kg"",""price"":68,""stock"":60},{""weight"":""2 kg"",""price"":133,""stock"":30}]"
"Sem (सेम)","Vegetables",80,"1 kg",80,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","100% farm-fresh Sem (सेम) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":42,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg"",""price"":156,""stock"":30}]"
"Sem Beans (सेम)","Vegetables",30,"1 kg",60,"https://cdn2.clevup.in/252374/SKU-0346_0-1710061090596.jpeg?format=webp","Discover the hearty texture and nutty flavor of our &quot;Rustic Harvest Sem Beans&quot; at E - VEGETABLE BAZAAR. These robust beans, also known as Indian broad beans, are a staple in a variety of global cuisines, cherished for their versatility and nutritional richness. Each pod encases plump, tender beans t","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":18,""stock"":50},{""weight"":""1 kg"",""price"":30,""stock"":60},{""weight"":""2 kg"",""price"":59,""stock"":30}]"
"Spinach (पालक)","Vegetables",60,"1 kg",60,"https://cdn2.clevup.in/252374/SKU-0349_0-1714713521093.jpg?format=webp","Fresh Spinach (पालक) - 500gBring home the vibrant, nutrient-packed goodness of Spinach (पालक), a versatile leafy green that’s as delicious as it is healthy! Sourced fresh and delivered with care, this 500g bundle is perfect for crafting wholesome meals that your family will love. Whether you’re whip","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":17,""stock"":40},{""weight"":""500g"",""price"":31,""stock"":50},{""weight"":""1 kg"",""price"":60,""stock"":60},{""weight"":""2 kg"",""price"":117,""stock"":30}]"
"Spiny Gourd / Kakoda (Small)","Vegetables",50,"1 kg",60,"https://cdn2.clevup.in/252374/SKU-0388_0-1784867938831.jpg?format=webp","Fresh Spiny Gourd (काकोडा) Big - A Nutritious Delight for Your KitchenLooking to add a touch of health and flavor to your meals? The Spiny Gourd (काकोडा) Big, available exclusively at SubziQuick Green Bazaar, is the perfect choice for health-conscious food lovers. Known for its unique texture and earthy","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":14,""stock"":40},{""weight"":""500g"",""price"":26,""stock"":50},{""weight"":""1 kg"",""price"":50,""stock"":60},{""weight"":""2 kg"",""price"":98,""stock"":30}]"
"Sponge Gourd (Gilki)","Vegetables",80,"1 kg",60,"https://cdn2.clevup.in/252374/1690729730748_SKU-0303_0.jpg?format=webp","Sponge gourd, also known as Luffa or Ridge Gourd, is a tropical vegetable belonging to the Cucurbitaceae family. It is commonly grown in various regions of Asia, Africa, and the Middle East. The name &quot;sponge gourd&quot; comes from the unique texture of its mature fruit, which, when dried, forms a natural","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":42,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg"",""price"":156,""stock"":30}]"
"Tamarind / Imli","Vegetables",40,"1 kg",60,"https://cdn2.clevup.in/252374/SKU-0623_0-1773209525255.png?format=webp","Tamarind / Imli - A Burst of Tangy Goodness from E VEGETABLE BAZAARExplore the rich, tangy flavor of Tamarind / Imli, a kitchen essential brought to you by E VEGETABLE BAZAAR. Perfectly versatile and packed with natural nutrients, tamarind elevates your cooking with its unique sweet-and-sour profile","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly before use.","[{""weight"":""250g"",""price"":11,""stock"":40},{""weight"":""500g"",""price"":21,""stock"":50},{""weight"":""1 kg"",""price"":40,""stock"":60},{""weight"":""2 kg"",""price"":78,""stock"":30}]"
"Taro leaves (अरबी के पत्ते)","Vegetables",80,"1 kg",80,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","100% farm-fresh Taro leaves (अरबी के पत्ते) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":42,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg"",""price"":156,""stock"":30}]"
"Tinda (टिंडा)","Vegetables",65,"1 kg",80,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","100% farm-fresh Tinda (टिंडा) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":18,""stock"":40},{""weight"":""500g"",""price"":34,""stock"":50},{""weight"":""1 kg"",""price"":65,""stock"":60},{""weight"":""2 kg"",""price"":125,""stock"":30}]"
"beans (बीन्स)","Vegetables",80,"1 kg",80,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","100% farm-fresh beans (बीन्स) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct from Bhopal Regional Kisan Hubs & local organic growers (Raisen / Sehore / Hoshangabad)","Keep in a cool, well-ventilated space or refrigerate. Wash thoroughly with clean water before use.","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":42,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg"",""price"":156,""stock"":30}]"
